ID,Năm,Loại chi,Chi chi tiết,Tên đơn vị,"Số tiền
  (triệu đồng)"
3342,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Tòa án nhân dân tối cao,900
3343,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tòa án nhân dân tối cao,-
3344,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Tòa án nhân dân tối cao,-
3345,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tòa án nhân dân tối cao,"1,494,610"
3346,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tòa án nhân dân tối cao,
3347,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Viện Kiểm sát nhân dân tối cao,"258,341"
3348,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Viện Kiểm sát nhân dân tối cao,
3349,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Viện Kiểm sát nhân dân tối cao,
3350,2011,Chi trả nợ và viện trợ,,Viện Kiểm sát nhân dân tối cao,500
3351,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Viện Kiểm sát nhân dân tối cao,"35,543"
3352,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Viện Kiểm sát nhân dân tối cao,-
3353,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Viện Kiểm sát nhân dân tối cao,"2,650"
3354,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Viện Kiểm sát nhân dân tối cao,
3355,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Viện Kiểm sát nhân dân tối cao,"1,450"
3356,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Viện Kiểm sát nhân dân tối cao,-
3357,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Viện Kiểm sát nhân dân tối cao,-
3358,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Viện Kiểm sát nhân dân tối cao,"1,481,242"
3359,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Viện Kiểm sát nhân dân tối cao,
3360,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Ngoại giao,"428,346"
3361,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Ngoại giao,
3362,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Ngoại giao,
3363,2011,Chi trả nợ và viện trợ,,Bộ Ngoại giao,"1,665"
3364,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Ngoại giao,"12,780"
3365,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Ngoại giao,92
3366,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Ngoại giao,"4,260"
3367,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Ngoại giao,"1,369"
3368,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Ngoại giao,"8,518"
3369,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Ngoại giao,"26,629"
3370,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Ngoại giao,-
3371,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Ngoại giao,"1,563,708"
3372,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Ngoại giao,100
3373,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Nông nghiệp và PTNT,"4,520,313"
3374,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Nông nghiệp và PTNT,"205,014"
3375,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Nông nghiệp và PTNT,
3376,2011,Chi trả nợ và viện trợ,,Bộ Nông nghiệp và PTNT,"115,293"
3377,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Nông nghiệp và PTNT,"658,372"
3378,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Nông nghiệp và PTNT,"47,665"
3379,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Nông nghiệp và PTNT,"896,228"
3380,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Nông nghiệp và PTNT,
3381,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Nông nghiệp và PTNT,-
3382,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Nông nghiệp và PTNT,"1,742,141"
3383,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Nông nghiệp và PTNT,"39,375"
3384,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Nông nghiệp và PTNT,"145,052"
3385,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Nông nghiệp và PTNT,200
3386,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Giao thông vận tải,"7,171,654"
3387,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Giao thông vận tải,
3388,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Giao thông vận tải,
3389,2011,Chi trả nợ và viện trợ,,Bộ Giao thông vận tải,"1,086"
3390,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Giao thông vận tải,"292,663"
3391,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Giao thông vận tải,"88,040"
3392,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Giao thông vận tải,"46,594"
3393,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Giao thông vận tải,
3394,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Giao thông vận tải,-
3395,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Giao thông vận tải,"4,497,396"
3396,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Giao thông vận tải,"10,556"
3397,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Giao thông vận tải,"140,715"
3398,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Giao thông vận tải,100
3399,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Công thương,"380,932"
3400,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Công thương,"4,500"
3401,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Công thương,
3402,2011,Chi trả nợ và viện trợ,,Bộ Công thương,"3,387"
3403,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Công thương,"512,166"
3404,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Công thương,"22,436"
3405,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Công thương,"215,754"
3406,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Công thương,
3407,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Công thương,-
3408,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Công thương,"210,383"
3409,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Công thương,"13,923"
3410,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Công thương,"245,231"
3411,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Công thương,100
3412,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Xây dựng,"770,907"
3413,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Xây dựng,
3414,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Xây dựng,
3415,2011,Chi trả nợ và viện trợ,,Bộ Xây dựng,"1,500"
3416,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Xây dựng,"217,708"
3417,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Xây dựng,"26,294"
3418,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Xây dựng,"68,759"
3419,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Xây dựng,200
3420,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Xây dựng,-
3421,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Xây dựng,"117,144"
3422,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Xây dựng,"7,828"
3423,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Xây dựng,"46,011"
3424,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Xây dựng,
3425,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Y tế,"1,251,428"
3426,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Y tế,"6,986"
3427,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Y tế,
3428,2011,Chi trả nợ và viện trợ,,Bộ Y tế,"20,500"
3429,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Y tế,"495,087"
3430,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Y tế,"4,845,139"
3431,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Y tế,"86,012"
3432,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Y tế,
3433,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Y tế,309
3434,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Y tế,"1,829"
3435,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Y tế,"41,506"
3436,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Y tế,"77,973"
3437,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Y tế,120
3438,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Giáo dục và Đào tạo,"1,115,834"
3439,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Giáo dục và Đào tạo,
3440,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Giáo dục và Đào tạo,
3441,2011,Chi trả nợ và viện trợ,,Bộ Giáo dục và Đào tạo,"50,913"
3442,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Giáo dục và Đào tạo,"4,579,212"
3443,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Giáo dục và Đào tạo,"1,400"
3444,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Giáo dục và Đào tạo,"289,878"
3445,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Giáo dục và Đào tạo,
3446,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Giáo dục và Đào tạo,"14,564"
3447,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Giáo dục và Đào tạo,"6,523"
3448,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Giáo dục và Đào tạo,"11,255"
3449,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Giáo dục và Đào tạo,"57,092"
3450,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Giáo dục và Đào tạo,150
3451,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Khoa học và Công nghệ,"89,930"
3452,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Khoa học và Công nghệ,
3453,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Khoa học và Công nghệ,
3454,2011,Chi trả nợ và viện trợ,,Bộ Khoa học và Công nghệ,
3455,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Khoa học và Công nghệ,"2,853"
3456,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Khoa học và Công nghệ,"2,020"
3457,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Khoa học và Công nghệ,"1,200,322"
3458,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Khoa học và Công nghệ,964
3459,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Khoa học và Công nghệ,-
3460,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Khoa học và Công nghệ,-
3461,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Khoa học và Công nghệ,"4,275"
3462,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Khoa học và Công nghệ,"51,228"
3463,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Khoa học và Công nghệ,200
3464,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,"Bộ Văn hóa, Thể thao và Du lịch","473,080"
3465,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,"Bộ Văn hóa, Thể thao và Du lịch",
3466,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo","Bộ Văn hóa, Thể thao và Du lịch",
3467,2011,Chi trả nợ và viện trợ,,"Bộ Văn hóa, Thể thao và Du lịch","4,458"
3468,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN","Bộ Văn hóa, Thể thao và Du lịch","388,380"
3469,2011,Chi thường xuyên,Chi sự nghiệp Y tế,"Bộ Văn hóa, Thể thao và Du lịch","17,474"
3470,2011,Chi thường xuyên,Chi sự nghiệp KHCN,"Bộ Văn hóa, Thể thao và Du lịch","21,535"
3471,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT","Bộ Văn hóa, Thể thao và Du lịch","967,253"
3472,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,"Bộ Văn hóa, Thể thao và Du lịch",-
3473,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,"Bộ Văn hóa, Thể thao và Du lịch","11,787"
3474,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,"Bộ Văn hóa, Thể thao và Du lịch","14,691"
3475,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể","Bộ Văn hóa, Thể thao và Du lịch","89,796"
3476,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,"Bộ Văn hóa, Thể thao và Du lịch",
3477,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Lao động - Thương binh - Xã hội,"564,675"
3478,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Lao động - Thương binh - Xã hội,
3479,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Lao động - Thương binh - Xã hội,
3480,2011,Chi trả nợ và viện trợ,,Bộ Lao động - Thương binh - Xã hội,
3481,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Lao động - Thương binh - Xã hội,"399,798"
3482,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Lao động - Thương binh - Xã hội,"248,152"
3483,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Lao động - Thương binh - Xã hội,"12,870"
3484,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Lao động - Thương binh - Xã hội,
3485,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Lao động - Thương binh - Xã hội,##########
3486,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Lao động - Thương binh - Xã hội,"68,704"
3487,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Lao động - Thương binh - Xã hội,"5,710"
3488,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Lao động - Thương binh - Xã hội,"75,906"
3489,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Lao động - Thương binh - Xã hội,970
3490,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tài chính,"1,416,345"
3491,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tài chính,"758,194"
3492,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Tài chính,
3493,2011,Chi trả nợ và viện trợ,,Bộ Tài chính,"3,200"
3494,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tài chính,"78,358"
3495,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tài chính,-
3496,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tài chính,"23,663"
3497,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tài chính,
3498,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tài chính,"3,716"
3499,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tài chính,"290,684"
3500,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Tài chính,-
3501,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tài chính,##########
3502,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tài chính,160
3503,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tư pháp,"297,380"
3504,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tư pháp,
3505,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Tư pháp,
3506,2011,Chi trả nợ và viện trợ,,Bộ Tư pháp,"1,500"
3507,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tư pháp,"61,633"
3508,2011,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tư pháp,-
3509,2011,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tư pháp,"9,985"
3510,2011,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tư pháp,
3511,2011,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tư pháp,398
3512,2011,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Tư pháp,"2,803"
3513,2011,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Tư pháp,"2,110"
3514,2011,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tư pháp,"981,414"
3515,2011,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tư pháp,150
3516,2011,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Ngân hàng Nhà nước,"8,752"
3517,2011,Chi đầu tư phát triển,Chi dự trữ quốc gia,Ngân hàng Nhà nước,
3518,2011,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Ngân hàng Nhà nước,
3519,2011,Chi trả nợ và viện trợ,,Ngân hàng Nhà nước,"1,500"
3520,2011,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Ngân hàng Nhà nước,"69,218"
