ID,Năm,Loại chi,Chi chi tiết,Tên đơn vị,"Số tiền
  (triệu đồng)"
4788,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Kế hoạch và Đầu tư,260
4789,2014,Chi chương trình mục tiêu,,Bộ Kế hoạch và Đầu tư,"4,712"
4790,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Nội vụ,"186,846"
4791,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Nội vụ,
4792,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Nội vụ,
4793,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Nội vụ,
4794,2014,Chi trả nợ và viện trợ,,Bộ Nội vụ,
4795,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Nội vụ,"63,852"
4796,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Nội vụ,-
4797,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Nội vụ,"10,859"
4798,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Nội vụ,-
4799,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Nội vụ,793
4800,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Bộ Nội vụ,"24,035"
4801,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Nội vụ,"287,140"
4802,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Nội vụ,120
4803,2014,Chi chương trình mục tiêu,,Bộ Nội vụ,"4,148"
4804,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Tài nguyên và Môi trường,"583,104"
4805,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Tài nguyên và Môi trường,
4806,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Tài nguyên và Môi trường,
4807,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Tài nguyên và Môi trường,
4808,2014,Chi trả nợ và viện trợ,,Bộ Tài nguyên và Môi trường,"47,097"
4809,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Tài nguyên và Môi trường,"65,942"
4810,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Tài nguyên và Môi trường,"4,704"
4811,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Tài nguyên và Môi trường,"290,266"
4812,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Tài nguyên và Môi trường,-
4813,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Tài nguyên và Môi trường,-
4814,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Bộ Tài nguyên và Môi trường,"1,591,890"
4815,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Tài nguyên và Môi trường,"189,302"
4816,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Tài nguyên và Môi trường,50
4817,2014,Chi chương trình mục tiêu,,Bộ Tài nguyên và Môi trường,"87,910"
4818,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Thông tin và truyền thông,"487,026"
4819,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Thông tin và truyền thông,
4820,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Thông tin và truyền thông,
4821,2014,Chi trả nợ và viện trợ,,Bộ Thông tin và truyền thông,"3,228"
4822,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Thông tin và truyền thông,"40,634"
4823,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Thông tin và truyền thông,-
4824,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Thông tin và truyền thông,"13,168"
4825,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Thông tin và truyền thông,"697,676"
4826,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Thông tin và truyền thông,"3,090"
4827,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Bộ Thông tin và truyền thông,"16,141"
4828,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Thông tin và truyền thông,"272,867"
4829,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Thông tin và truyền thông,550
4830,2014,Chi chương trình mục tiêu,,Bộ Thông tin và truyền thông,"33,722"
4831,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban Dân tộc,322
4832,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Uỷ ban Dân tộc,
4833,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Uỷ ban Dân tộc,
4834,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Uỷ ban Dân tộc,
4835,2014,Chi trả nợ và viện trợ,,Uỷ ban Dân tộc,900
4836,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban Dân tộc,"5,666"
4837,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban Dân tộc,-
4838,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban Dân tộc,"5,383"
4839,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban Dân tộc,-
4840,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Uỷ ban Dân tộc,280
4841,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Uỷ ban Dân tộc,"4,810"
4842,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban Dân tộc,"60,179"
4843,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban Dân tộc,"171,355"
4844,2014,Chi chương trình mục tiêu,,Uỷ ban Dân tộc,"4,926"
4845,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Thanh tra Chính phủ,"57,352"
4846,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Thanh tra Chính phủ,
4847,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Thanh tra Chính phủ,
4848,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Thanh tra Chính phủ,
4849,2014,Chi trả nợ và viện trợ,,Thanh tra Chính phủ,554
4850,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Thanh tra Chính phủ,"4,180"
4851,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Thanh tra Chính phủ,-
4852,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Thanh tra Chính phủ,"4,980"
4853,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Thanh tra Chính phủ,-
4854,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Thanh tra Chính phủ,-
4855,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Thanh tra Chính phủ,-
4856,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Thanh tra Chính phủ,"220,052"
4857,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Thanh tra Chính phủ,80
4858,2014,Chi chương trình mục tiêu,,Thanh tra Chính phủ,-
4859,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Uỷ ban TW Mặt trận Tổ quốc VN,903
4860,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Uỷ ban TW Mặt trận Tổ quốc VN,
4861,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Uỷ ban TW Mặt trận Tổ quốc VN,
4862,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Uỷ ban TW Mặt trận Tổ quốc VN,
4863,2014,Chi trả nợ và viện trợ,,Uỷ ban TW Mặt trận Tổ quốc VN,600
4864,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Uỷ ban TW Mặt trận Tổ quốc VN,400
4865,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Uỷ ban TW Mặt trận Tổ quốc VN,-
4866,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Uỷ ban TW Mặt trận Tổ quốc VN,"1,026"
4867,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Uỷ ban TW Mặt trận Tổ quốc VN,-
4868,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Uỷ ban TW Mặt trận Tổ quốc VN,100
4869,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Uỷ ban TW Mặt trận Tổ quốc VN,"1,688"
4870,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Uỷ ban TW Mặt trận Tổ quốc VN,"67,027"
4871,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Uỷ ban TW Mặt trận Tổ quốc VN,200
4872,2014,Chi chương trình mục tiêu,,Uỷ ban TW Mặt trận Tổ quốc VN,880
4873,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,TW Đoàn Thanh niên CS HCM,"234,263"
4874,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,TW Đoàn Thanh niên CS HCM,
4875,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",TW Đoàn Thanh niên CS HCM,
4876,2014,Chi đầu tư phát triển,Chi ĐTPT khác,TW Đoàn Thanh niên CS HCM,
4877,2014,Chi trả nợ và viện trợ,,TW Đoàn Thanh niên CS HCM,"11,450"
4878,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",TW Đoàn Thanh niên CS HCM,"20,613"
4879,2014,Chi thường xuyên,Chi sự nghiệp Y tế,TW Đoàn Thanh niên CS HCM,721
4880,2014,Chi thường xuyên,Chi sự nghiệp KHCN,TW Đoàn Thanh niên CS HCM,"6,602"
4881,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",TW Đoàn Thanh niên CS HCM,260
4882,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,TW Đoàn Thanh niên CS HCM,150
4883,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",TW Đoàn Thanh niên CS HCM,"14,136"
4884,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",TW Đoàn Thanh niên CS HCM,"68,350"
4885,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,TW Đoàn Thanh niên CS HCM,605
4886,2014,Chi chương trình mục tiêu,,TW Đoàn Thanh niên CS HCM,"21,739"
4887,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội LH phụ nữ Việt Nam,"57,406"
4888,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội LH phụ nữ Việt Nam,
4889,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội LH phụ nữ Việt Nam,
4890,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Hội LH phụ nữ Việt Nam,
4891,2014,Chi trả nợ và viện trợ,,Hội LH phụ nữ Việt Nam,"1,198"
4892,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội LH phụ nữ Việt Nam,"35,425"
4893,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Hội LH phụ nữ Việt Nam,828
4894,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Hội LH phụ nữ Việt Nam,993
4895,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội LH phụ nữ Việt Nam,"5,572"
4896,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội LH phụ nữ Việt Nam,746
4897,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Hội LH phụ nữ Việt Nam,"1,236"
4898,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội LH phụ nữ Việt Nam,"118,683"
4899,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội LH phụ nữ Việt Nam,"1,496"
4900,2014,Chi chương trình mục tiêu,,Hội LH phụ nữ Việt Nam,"4,610"
4901,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội Nông dân Việt Nam,"320,737"
4902,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội Nông dân Việt Nam,
4903,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội Nông dân Việt Nam,
4904,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Hội Nông dân Việt Nam,
4905,2014,Chi trả nợ và viện trợ,,Hội Nông dân Việt Nam,
4906,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội Nông dân Việt Nam,"25,752"
4907,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Hội Nông dân Việt Nam,-
4908,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Hội Nông dân Việt Nam,"3,970"
4909,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội Nông dân Việt Nam,-
4910,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội Nông dân Việt Nam,-
4911,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Hội Nông dân Việt Nam,"4,850"
4912,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội Nông dân Việt Nam,"64,894"
4913,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội Nông dân Việt Nam,100
4914,2014,Chi chương trình mục tiêu,,Hội Nông dân Việt Nam,"19,600"
4915,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Hội cựu chiến binh Việt Nam,"33,009"
4916,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Hội cựu chiến binh Việt Nam,
4917,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Hội cựu chiến binh Việt Nam,
4918,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Hội cựu chiến binh Việt Nam,
4919,2014,Chi trả nợ và viện trợ,,Hội cựu chiến binh Việt Nam,
4920,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Hội cựu chiến binh Việt Nam,900
4921,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Hội cựu chiến binh Việt Nam,-
4922,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Hội cựu chiến binh Việt Nam,-
4923,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Hội cựu chiến binh Việt Nam,"2,199"
4924,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Hội cựu chiến binh Việt Nam,"6,310"
4925,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Hội cựu chiến binh Việt Nam,600
4926,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Hội cựu chiến binh Việt Nam,"27,101"
4927,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Hội cựu chiến binh Việt Nam,150
4928,2014,Chi chương trình mục tiêu,,Hội cựu chiến binh Việt Nam,800
4929,2014,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tổng liên đoàn LĐ Việt Nam,"151,519"
4930,2014,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tổng liên đoàn LĐ Việt Nam,
4931,2014,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Tổng liên đoàn LĐ Việt Nam,
4932,2014,Chi đầu tư phát triển,Chi ĐTPT khác,Tổng liên đoàn LĐ Việt Nam,
4933,2014,Chi trả nợ và viện trợ,,Tổng liên đoàn LĐ Việt Nam,"1,640"
4934,2014,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tổng liên đoàn LĐ Việt Nam,"67,679"
4935,2014,Chi thường xuyên,Chi sự nghiệp Y tế,Tổng liên đoàn LĐ Việt Nam,-
4936,2014,Chi thường xuyên,Chi sự nghiệp KHCN,Tổng liên đoàn LĐ Việt Nam,"42,072"
4937,2014,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tổng liên đoàn LĐ Việt Nam,-
4938,2014,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Tổng liên đoàn LĐ Việt Nam,-
4939,2014,Chi thường xuyên,"Chi sự nghiệp Kinh tế, bảo vệ môi trường",Tổng liên đoàn LĐ Việt Nam,"2,750"
4940,2014,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tổng liên đoàn LĐ Việt Nam,"4,600"
4941,2014,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tổng liên đoàn LĐ Việt Nam,300
4942,2014,Chi chương trình mục tiêu,,Tổng liên đoàn LĐ Việt Nam,"16,245"
4943,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Quốc hội,"257,134"
4944,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Quốc hội,
4945,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Văn phòng Quốc hội,
4946,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Quốc hội,
4947,2015,Chi trả nợ và viện trợ,,Văn phòng Quốc hội,
4948,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Quốc hội,"1,654"
4949,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Quốc hội,-
4950,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Quốc hội,"14,797"
4951,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Quốc hội,-
4952,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Văn phòng Quốc hội,-
4953,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Quốc hội,-
4954,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Văn phòng Quốc hội,-
4955,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Quốc hội,"949,960"
4956,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Quốc hội,
4957,2015,Chi chương trình mục tiêu,,Văn phòng Quốc hội,-
4958,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Văn phòng Chính phủ,"154,609"
4959,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Văn phòng Chính phủ,
4960,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Văn phòng Chính phủ,
4961,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Văn phòng Chính phủ,
4962,2015,Chi trả nợ và viện trợ,,Văn phòng Chính phủ,
4963,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Văn phòng Chính phủ,"1,319"
4964,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Văn phòng Chính phủ,-
4965,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Văn phòng Chính phủ,"1,315"
4966,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Văn phòng Chính phủ,-
4967,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Văn phòng Chính phủ,-
4968,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Văn phòng Chính phủ,"7,998"
4969,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Văn phòng Chính phủ,-
4970,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Văn phòng Chính phủ,"780,567"
4971,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Văn phòng Chính phủ,
4972,2015,Chi chương trình mục tiêu,,Văn phòng Chính phủ,-
4973,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Tòa án nhân dân tối cao,"571,877"
4974,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Tòa án nhân dân tối cao,
4975,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Tòa án nhân dân tối cao,
4976,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Tòa án nhân dân tối cao,
4977,2015,Chi trả nợ và viện trợ,,Tòa án nhân dân tối cao,
4978,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Tòa án nhân dân tối cao,"15,454"
4979,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Tòa án nhân dân tối cao,-
4980,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Tòa án nhân dân tối cao,"1,667"
4981,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Tòa án nhân dân tối cao,-
4982,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Tòa án nhân dân tối cao,-
4983,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Tòa án nhân dân tối cao,-
4984,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Tòa án nhân dân tối cao,-
4985,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Tòa án nhân dân tối cao,"2,640,569"
4986,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Tòa án nhân dân tối cao,
4987,2015,Chi chương trình mục tiêu,,Tòa án nhân dân tối cao,210
4988,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Viện Kiểm sát nhân dân tối cao,"354,453"
4989,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Viện Kiểm sát nhân dân tối cao,
4990,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Viện Kiểm sát nhân dân tối cao,
4991,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Viện Kiểm sát nhân dân tối cao,
4992,2015,Chi trả nợ và viện trợ,,Viện Kiểm sát nhân dân tối cao,880
4993,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Viện Kiểm sát nhân dân tối cao,"44,272"
4994,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Viện Kiểm sát nhân dân tối cao,-
4995,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Viện Kiểm sát nhân dân tối cao,"3,439"
4996,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Viện Kiểm sát nhân dân tối cao,-
4997,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Viện Kiểm sát nhân dân tối cao,-
4998,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Viện Kiểm sát nhân dân tối cao,880
4999,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Viện Kiểm sát nhân dân tối cao,-
5000,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Viện Kiểm sát nhân dân tối cao,"2,638,676"
5001,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Viện Kiểm sát nhân dân tối cao,
5002,2015,Chi chương trình mục tiêu,,Viện Kiểm sát nhân dân tối cao,270
5003,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Ngoại giao,"1,288,700"
5004,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Ngoại giao,
5005,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Ngoại giao,
5006,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Ngoại giao,
5007,2015,Chi trả nợ và viện trợ,,Bộ Ngoại giao,"2,800"
5008,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Ngoại giao,"24,724"
5009,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Ngoại giao,-
5010,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Ngoại giao,"3,670"
5011,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Ngoại giao,-
5012,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Ngoại giao,"10,089"
5013,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Ngoại giao,"16,775"
5014,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Ngoại giao,-
5015,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Ngoại giao,"1,979,167"
5016,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Ngoại giao,100
5017,2015,Chi chương trình mục tiêu,,Bộ Ngoại giao,-
5018,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Nông nghiệp và PTNT,"6,738,718"
5019,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Nông nghiệp và PTNT,
5020,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Nông nghiệp và PTNT,
5021,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Nông nghiệp và PTNT,"257,507"
5022,2015,Chi trả nợ và viện trợ,,Bộ Nông nghiệp và PTNT,"35,328"
5023,2015,Chi thường xuyên,"Chi sự nghiệp Giáo dục, ĐT & DN",Bộ Nông nghiệp và PTNT,"961,433"
5024,2015,Chi thường xuyên,Chi sự nghiệp Y tế,Bộ Nông nghiệp và PTNT,"46,844"
5025,2015,Chi thường xuyên,Chi sự nghiệp KHCN,Bộ Nông nghiệp và PTNT,"724,093"
5026,2015,Chi thường xuyên,"Chi VHTT, PHTH, TDTT",Bộ Nông nghiệp và PTNT,-
5027,2015,Chi thường xuyên,Chi lương hưu và đảm bảo xã hội,Bộ Nông nghiệp và PTNT,-
5028,2015,Chi thường xuyên,Chi sự nghiệp Kinh tế,Bộ Nông nghiệp và PTNT,"2,455,265"
5029,2015,Chi thường xuyên,Chi sự nghiệp bảo vệ môi trường,Bộ Nông nghiệp và PTNT,"30,608"
5030,2015,Chi thường xuyên,"Chi quản lý hành chính, Đảng, đoàn thể",Bộ Nông nghiệp và PTNT,"238,056"
5031,2015,Chi thường xuyên,Chi trợ giá mặt hàng chính sách,Bộ Nông nghiệp và PTNT,"57,240"
5032,2015,Chi chương trình mục tiêu,,Bộ Nông nghiệp và PTNT,"136,356"
5033,2015,Chi đầu tư phát triển,Chi đầu tư xây dựng cơ bản,Bộ Giao thông vận tải,##########
5034,2015,Chi đầu tư phát triển,Chi dự trữ quốc gia,Bộ Giao thông vận tải,
5035,2015,Chi đầu tư phát triển,"Chi bù lệch lãi suất tín dụng nhà nước và cho vay đồng bào dân tộc, hộ nghèo",Bộ Giao thông vận tải,
5036,2015,Chi đầu tư phát triển,Chi ĐTPT khác,Bộ Giao thông vận tải,
